,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,Main Position
1451,1478,M'Bala Nzola,ao ANG,FW,Fiorentina,it Serie A,27,1996,16,9,875.0,3.0,0.1,1.0,17.0,7.0,41.2,1.75,0.72,0.06,0.14,12.7,0.0,0.0,0.0,2.2,2.2,0.13,-1.2,-1.2,152.0,174.0,87.4,2128.0,250.0,100.0,113.0,88.5,35.0,38.0,92.1,9.0,10.0,90.0,2.0,0.9,0.9,1.1,12.0,9.0,5.0,0.0,12.0,164.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,152.0,0.0,2.0,23.0,2.36,19.0,0.0,1.0,2.0,1.0,0.0,2.0,0.21,1.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,2.0,5.0,3.0,4.0,75.0,1.0,5.0,0.0,5.0,0.0,7.0,13.0,0.0,288.0,15.0,20.0,104.0,169.0,51.0,288.0,20.0,9.0,45.0,9.0,45.0,186.0,944.0,223.0,11.0,7.0,6.0,41.0,23.0,216.0,75.0,0.0,0.0,0.0,25.0,4.0,12.0,0.0,0.0,0.0,27.0,23.0,36.0,39.0,0.31,0.01,0.1,1.75,0.72,4.24,0.18,0.07,0.01,0.01,1.31,0.0,0.0,0.0,0.23,0.23,0.01,-0.12,-0.12,15.63,17.9,8.99,218.88,25.71,10.29,11.62,9.1,3.6,3.91,9.47,0.93,1.03,9.26,0.21,0.09,0.09,0.11,1.23,0.93,0.51,0.0,1.23,16.87,1.03,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,15.63,0.0,0.21,2.37,0.24,1.95,0.0,0.1,0.21,0.1,0.0,0.21,0.02,0.1,0.0,0.0,0.1,0.0,0.0,0.72,0.51,0.0,0.21,0.51,0.31,0.41,7.71,0.1,0.51,0.0,0.51,0.0,0.72,1.34,0.0,29.62,1.54,2.06,10.7,17.38,5.25,29.62,2.06,0.93,4.63,0.93,4.63,19.13,97.1,22.94,1.13,0.72,0.62,4.22,2.37,22.22,7.71,0.0,0.0,0.0,2.57,0.41,12.0,0.0,0.0,0.0,27.0,23.0,36.0,39.0,9.72,57.8,8216.0,1440.0,655.44,0.85,1.58,0.0,0.61,0.0,0.37,0.37,0.12,27.25,42.65,0.49,4.52,0.84,25.63,32.29,1.91,3.95,Centre-Forward
1452,1479,Mads Juel Andersen,dk DEN,DF,Luton Town,eng Premier League,26,1997,6,4,372.0,1.0,0.24,1.0,3.0,1.0,33.3,0.73,0.24,0.33,1.0,9.2,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7,83.0,110.0,75.5,1508.0,715.0,39.0,44.0,88.6,35.0,45.0,77.8,9.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,108.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,0.0,4.0,4.0,100.0,0.0,7.0,5.0,2.0,8.0,13.0,24.0,0.0,166.0,48.0,106.0,53.0,7.0,4.0,166.0,1.0,0.0,0.0,1.0,100.0,57.0,301.0,112.0,0.0,0.0,0.0,5.0,0.0,63.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,25.0,10.0,4.0,71.4,0.24,0.06,0.24,0.73,0.24,8.06,0.18,0.06,0.08,0.24,2.23,0.0,0.0,0.0,0.07,0.07,0.02,0.17,0.17,20.08,26.61,18.27,364.84,172.98,9.44,10.65,21.44,8.47,10.89,18.82,2.18,4.35,12.1,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,1.69,26.13,0.48,0.0,0.0,0.24,0.0,0.48,0.0,0.0,0.0,0.0,20.08,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.21,0.73,0.48,0.0,0.97,0.97,24.19,0.0,1.69,1.21,0.48,1.94,3.15,5.81,0.0,40.16,11.61,25.65,12.82,1.69,0.97,40.16,0.24,0.0,0.0,0.24,24.19,13.79,72.82,27.1,0.0,0.0,0.0,1.21,0.0,15.24,0.24,0.24,0.0,0.0,1.21,0.48,0.0,0.0,0.0,0.0,25.0,10.0,4.0,71.4,4.13,35.9,11897.0,1498.0,452.11,2.45,4.53,0.94,0.38,1.51,0.75,0.75,0.0,7.8,3.12,0.75,8.88,2.64,55.93,17.17,0.0,4.22,Centre-Back
1453,1480,Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,27,1996,14,12,1032.0,2.0,0.09,1.0,7.0,1.0,14.3,0.61,0.09,0.14,1.0,20.9,0.0,0.0,0.0,0.3,0.3,0.05,0.7,0.7,353.0,483.0,73.1,6021.0,2194.0,176.0,199.0,88.4,136.0,198.0,68.7,33.0,57.0,57.9,1.0,1.3,1.7,-0.3,8.0,19.0,10.0,6.0,29.0,363.0,115.0,13.0,3.0,4.0,30.0,101.0,1.0,1.0,0.0,0.0,353.0,5.0,11.0,23.0,2.01,17.0,2.0,1.0,1.0,1.0,1.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,11.0,11.0,3.0,9.0,18.0,50.0,9.0,11.0,2.0,9.0,9.0,34.0,26.0,0.0,597.0,36.0,168.0,277.0,165.0,7.0,597.0,18.0,11.0,61.1,5.0,27.8,276.0,1876.0,1013.0,31.0,21.0,1.0,12.0,6.0,289.0,37.0,4.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,65.0,5.0,9.0,35.7,0.17,0.01,0.09,0.61,0.09,1.25,0.05,0.01,0.01,0.09,1.82,0.0,0.0,0.0,0.03,0.03,0.0,0.06,0.06,30.78,42.12,6.37,525.09,191.34,15.35,17.35,7.71,11.86,17.27,5.99,2.88,4.97,5.05,0.09,0.11,0.15,-0.03,0.7,1.66,0.87,0.52,2.53,31.66,10.03,1.13,0.26,0.35,2.62,8.81,0.09,0.09,0.0,0.0,30.78,0.44,0.96,2.01,0.18,1.48,0.17,0.09,0.09,0.09,0.09,0.17,0.01,0.17,0.0,0.0,0.0,0.0,0.0,2.18,1.31,0.96,0.96,0.26,0.78,1.57,4.36,0.78,0.96,0.17,0.78,0.78,2.97,2.27,0.0,52.06,3.14,14.65,24.16,14.39,0.61,52.06,1.57,0.96,5.33,0.44,2.42,24.07,163.6,88.34,2.7,1.83,0.09,1.05,0.52,25.2,3.23,0.35,0.0,0.0,1.22,1.31,0.0,0.0,0.0,0.0,65.0,5.0,9.0,35.7,11.47,42.3,10163.0,1350.0,526.73,2.57,1.96,0.15,0.68,0.68,0.68,0.68,0.68,4.33,7.8,1.36,9.88,2.63,61.54,23.12,2.6,4.11,Left-Back
1454,1481,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24,1999,13,6,606.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.0,0.0,0.0,24.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,174.0,271.0,64.2,2966.0,982.0,77.0,100.0,77.0,79.0,122.0,64.8,14.0,32.0,43.8,0.0,0.2,0.3,-0.2,5.0,9.0,9.0,8.0,15.0,245.0,24.0,1.0,0.0,1.0,22.0,23.0,0.0,0.0,0.0,0.0,174.0,2.0,10.0,13.0,1.93,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,12.0,2.0,0.0,7.0,19.0,36.8,12.0,4.0,1.0,3.0,6.0,20.0,27.0,0.0,334.0,38.0,141.0,120.0,75.0,5.0,334.0,7.0,5.0,71.4,2.0,28.6,159.0,727.0,416.0,9.0,5.0,3.0,4.0,3.0,187.0,29.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,28.0,3.0,14.0,17.6,0.0,0.0,0.0,0.3,0.0,0.0,0.04,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.01,0.01,0.0,-0.01,-0.01,25.84,40.25,9.53,440.5,145.84,11.44,14.85,11.44,11.73,18.12,9.62,2.08,4.75,6.5,0.0,0.03,0.04,-0.03,0.74,1.34,1.34,1.19,2.23,36.39,3.56,0.15,0.0,0.15,3.27,3.42,0.0,0.0,0.0,0.0,25.84,0.3,1.49,1.93,0.29,1.49,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1.19,1.78,0.3,0.0,1.04,2.82,5.47,1.78,0.59,0.15,0.45,0.89,2.97,4.01,0.0,49.6,5.64,20.94,17.82,11.14,0.74,49.6,1.04,0.74,10.6,0.3,4.25,23.61,107.97,61.78,1.34,0.74,0.45,0.59,0.45,27.77,4.31,0.0,0.0,0.0,0.74,0.74,0.0,0.0,0.0,0.0,28.0,3.0,14.0,17.6,6.73,47.4,10731.0,1530.0,575.06,2.82,3.81,0.14,0.42,0.85,0.99,0.99,1.69,2.85,13.31,2.68,8.63,2.82,52.32,23.8,1.35,4.31,Right-Back
1455,1482,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,2002,13,5,525.0,4.0,0.51,3.0,15.0,9.0,60.0,2.57,1.54,0.2,0.33,15.6,0.0,0.0,0.0,2.1,2.1,0.14,0.9,0.9,232.0,289.0,80.3,3377.0,983.0,136.0,151.0,90.1,73.0,83.0,88.0,11.0,25.0,44.0,1.0,0.6,0.7,0.4,11.0,27.0,7.0,2.0,31.0,270.0,17.0,3.0,4.0,2.0,20.0,0.0,13.0,6.0,2.0,0.0,232.0,2.0,9.0,30.0,5.14,19.0,3.0,4.0,2.0,1.0,1.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,5.0,2.0,3.0,10.0,30.0,7.0,5.0,0.0,5.0,4.0,15.0,0.0,0.0,365.0,2.0,32.0,176.0,162.0,23.0,365.0,24.0,16.0,66.7,7.0,29.2,298.0,1563.0,532.0,10.0,7.0,1.0,15.0,16.0,269.0,53.0,1.0,0.0,0.0,11.0,9.0,1.0,0.0,0.0,0.0,37.0,2.0,8.0,20.0,0.69,0.09,0.51,2.57,1.54,10.29,0.44,0.26,0.03,0.06,2.67,0.0,0.0,0.0,0.36,0.36,0.02,0.15,0.15,39.77,49.54,13.77,578.91,168.51,23.31,25.89,15.45,12.51,14.23,15.09,1.89,4.29,7.54,0.17,0.1,0.12,0.07,1.89,4.63,1.2,0.34,5.31,46.29,2.91,0.51,0.69,0.34,3.43,0.0,2.23,1.03,0.34,0.0,39.77,0.34,1.54,5.14,0.88,3.26,0.51,0.69,0.34,0.17,0.17,0.34,0.06,0.34,0.0,0.0,0.0,0.0,0.0,1.89,1.37,0.69,0.86,0.34,0.51,1.71,5.14,1.2,0.86,0.0,0.86,0.69,2.57,0.0,0.0,62.57,0.34,5.49,30.17,27.77,3.94,62.57,4.11,2.74,11.43,1.2,5.01,51.09,267.94,91.2,1.71,1.2,0.17,2.57,2.74,46.11,9.09,0.17,0.0,0.0,1.89,1.54,1.0,0.0,0.0,0.0,37.0,2.0,8.0,20.0,5.83,55.5,8935.0,1440.0,669.62,2.89,0.0,0.0,0.96,0.77,0.58,0.58,1.35,2.25,8.99,1.93,9.34,2.76,56.37,40.82,1.37,6.68,Attacking Midfield
1458,1485,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,25,1998,15,13,961.0,2.0,0.09,1.0,15.0,4.0,26.7,1.4,0.37,0.07,0.25,12.4,0.0,0.0,0.0,1.5,1.5,0.11,-0.5,-0.5,316.0,383.0,82.5,4868.0,1083.0,156.0,185.0,84.3,121.0,140.0,86.4,19.0,25.0,76.0,1.0,1.2,1.2,-0.2,15.0,29.0,11.0,5.0,39.0,357.0,26.0,2.0,0.0,1.0,19.0,3.0,0.0,0.0,0.0,0.0,316.0,0.0,11.0,37.0,3.47,23.0,0.0,0.0,6.0,5.0,3.0,4.0,0.37,2.0,0.0,0.0,1.0,1.0,0.0,27.0,18.0,4.0,20.0,3.0,14.0,24.0,58.3,10.0,15.0,0.0,15.0,16.0,43.0,10.0,0.0,511.0,8.0,59.0,287.0,170.0,35.0,511.0,21.0,8.0,38.1,11.0,52.4,347.0,1949.0,897.0,20.0,17.0,4.0,16.0,9.0,315.0,58.0,5.0,0.0,0.0,20.0,13.0,0.0,1.0,0.0,0.0,44.0,16.0,15.0,51.6,0.19,0.01,0.09,1.4,0.37,2.5,0.13,0.03,0.01,0.02,1.16,0.0,0.0,0.0,0.14,0.14,0.01,-0.05,-0.05,29.59,35.87,7.73,455.9,101.43,14.61,17.33,7.89,11.33,13.11,8.09,1.78,2.34,7.12,0.09,0.11,0.11,-0.02,1.4,2.72,1.03,0.47,3.65,33.43,2.43,0.19,0.0,0.09,1.78,0.28,0.0,0.0,0.0,0.0,29.59,0.0,1.03,3.47,0.32,2.15,0.0,0.0,0.56,0.47,0.28,0.37,0.03,0.19,0.0,0.0,0.09,0.09,0.0,2.53,1.69,0.37,1.87,0.28,1.31,2.25,5.46,0.94,1.4,0.0,1.4,1.5,4.03,0.94,0.0,47.86,0.75,5.53,26.88,15.92,3.28,47.86,1.97,0.75,3.57,1.03,4.91,32.5,182.53,84.01,1.87,1.59,0.37,1.5,0.84,29.5,5.43,0.47,0.0,0.0,1.87,1.22,0.0,1.0,0.0,0.0,44.0,16.0,15.0,51.6,10.68,52.4,9207.0,1440.0,624.12,4.23,0.98,0.0,1.48,1.57,1.38,1.38,0.98,16.81,15.76,2.36,7.67,4.2,45.66,33.95,1.96,6.17,Central Midfield
1459,1486,Mahmoud Dahoud,de GER,MF,Brighton,eng Premier League,27,1996,9,6,452.0,1.0,0.0,0.0,6.0,1.0,16.7,1.19,0.2,0.0,0.0,26.8,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,284.0,328.0,86.6,4011.0,886.0,169.0,176.0,96.0,84.0,99.0,84.8,16.0,25.0,64.0,1.0,0.9,0.4,0.1,10.0,21.0,1.0,1.0,11.0,326.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,8.0,13.0,2.59,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,4.0,3.0,3.0,9.0,33.3,6.0,4.0,1.0,3.0,1.0,10.0,5.0,0.0,368.0,12.0,86.0,225.0,58.0,4.0,368.0,5.0,2.0,40.0,3.0,60.0,239.0,951.0,406.0,4.0,3.0,1.0,6.0,5.0,303.0,6.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,0.0,0.2,0.0,0.0,1.19,0.2,3.33,0.24,0.04,0.0,0.0,5.34,0.0,0.0,0.0,0.04,0.04,0.01,-0.04,-0.04,56.55,65.31,17.24,798.65,176.42,33.65,35.04,19.12,16.73,19.71,16.88,3.19,4.98,12.74,0.2,0.18,0.08,0.02,1.99,4.18,0.2,0.2,2.19,64.91,0.4,0.4,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,56.55,0.0,1.59,2.59,0.52,2.59,0.0,0.0,0.0,0.0,0.0,0.4,0.08,0.4,0.0,0.0,0.0,0.0,0.0,1.79,0.8,0.4,0.8,0.6,0.6,1.79,6.63,1.19,0.8,0.2,0.6,0.2,1.99,1.0,0.0,73.27,2.39,17.12,44.8,11.55,0.8,73.27,1.0,0.4,7.96,0.6,11.95,47.59,189.36,80.84,0.8,0.6,0.2,1.19,1.0,60.33,1.19,0.2,0.2,0.0,1.19,0.4,0.0,0.0,0.0,0.0,26.0,0.0,5.0,0.0,5.02,61.4,8824.0,1530.0,763.76,2.58,1.29,0.26,0.77,0.26,0.77,0.77,1.55,0.0,6.48,2.32,9.59,2.3,59.67,32.47,0.54,1.94,Central Midfield
1460,1487,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,de Bundesliga,39,1984,3,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,92.3,531.0,285.0,8.0,8.0,100.0,13.0,14.0,92.9,3.0,4.0,75.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,2.0,23.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,2.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,29.0,5.0,16.0,12.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,18.0,87.0,44.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.38,63.24,224.51,1291.62,693.24,19.46,19.46,243.24,31.62,34.05,225.97,7.3,9.73,182.43,0.0,0.0,0.49,0.0,0.0,2.43,2.43,0.0,4.86,55.95,7.3,7.3,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.38,0.0,0.0,2.43,5.91,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,4.86,4.86,0.0,0.0,4.86,4.86,243.24,0.0,0.0,0.0,0.0,0.0,4.86,2.43,0.0,70.54,12.16,38.92,29.19,2.43,0.0,70.54,0.0,0.0,0.0,0.0,0.0,43.78,211.62,107.03,0.0,2.43,0.0,0.0,0.0,46.22,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,0.41,51.5,9711.0,1350.0,676.73,5.02,2.51,0.0,0.0,0.0,5.02,5.02,0.0,1.03,1.03,5.02,10.42,4.51,68.49,31.03,0.0,4.17,Defensive Midfield
1462,1489,Malick Thiaw,de GER,DF,Milan,it Serie A,22,2001,11,11,924.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,633.0,693.0,91.3,12035.0,3797.0,201.0,217.0,92.6,384.0,399.0,96.2,43.0,65.0,66.2,0.0,0.1,0.2,-0.1,2.0,36.0,2.0,0.0,44.0,678.0,14.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,633.0,1.0,5.0,8.0,0.78,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,5.0,8.0,0.0,6.0,11.0,54.5,5.0,16.0,7.0,9.0,7.0,20.0,31.0,0.0,778.0,59.0,339.0,424.0,17.0,1.0,778.0,8.0,7.0,87.5,0.0,0.0,540.0,2880.0,1555.0,12.0,3.0,0.0,2.0,3.0,591.0,0.0,3.0,1.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,43.0,19.0,14.0,57.6,0.0,0.0,0.0,0.19,0.0,0.0,0.02,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.01,0.01,0.01,-0.01,-0.01,61.66,67.5,8.89,1172.24,369.84,19.58,21.14,9.02,37.4,38.86,9.37,4.19,6.33,6.45,0.0,0.01,0.02,-0.01,0.19,3.51,0.19,0.0,4.29,66.04,1.36,0.78,0.0,0.1,0.0,0.19,0.0,0.0,0.0,0.0,61.66,0.1,0.49,0.78,0.08,0.78,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,1.27,1.07,0.49,0.78,0.0,0.58,1.07,5.31,0.49,1.56,0.68,0.88,0.68,1.95,3.02,0.0,75.78,5.75,33.02,41.3,1.66,0.1,75.78,0.78,0.68,8.52,0.0,0.0,52.6,280.52,151.46,1.17,0.29,0.0,0.19,0.29,57.56,0.0,0.29,0.1,0.0,1.46,0.58,0.0,0.0,0.0,0.0,43.0,19.0,14.0,57.6,10.27,54.6,8738.0,1440.0,630.25,2.15,3.33,0.75,0.97,0.75,0.64,0.64,0.54,20.93,15.42,1.18,12.02,2.14,69.39,34.7,0.77,3.48,Centre-Back
1463,1490,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,20,2003,10,6,542.0,2.0,0.0,0.0,5.0,0.0,0.0,0.83,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3,402.0,465.0,86.5,5554.0,1404.0,248.0,271.0,91.5,131.0,153.0,85.6,12.0,20.0,60.0,2.0,0.6,0.4,1.4,3.0,13.0,5.0,1.0,23.0,417.0,47.0,6.0,0.0,0.0,20.0,41.0,0.0,0.0,0.0,0.0,402.0,1.0,8.0,7.0,1.16,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,15.0,3.0,0.0,9.0,14.0,64.3,5.0,7.0,1.0,6.0,3.0,21.0,10.0,0.0,533.0,16.0,144.0,234.0,162.0,13.0,533.0,11.0,7.0,63.6,3.0,27.3,353.0,1709.0,865.0,28.0,15.0,3.0,12.0,3.0,368.0,40.0,1.0,1.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,42.0,3.0,5.0,37.5,0.33,0.0,0.0,0.83,0.0,0.0,0.14,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.05,0.05,0.01,-0.05,-0.05,66.75,77.21,14.36,922.25,233.14,41.18,45.0,15.19,21.75,25.41,14.21,1.99,3.32,9.96,0.33,0.1,0.07,0.23,0.5,2.16,0.83,0.17,3.82,69.24,7.8,1.0,0.0,0.0,3.32,6.81,0.0,0.0,0.0,0.0,66.75,0.17,1.33,1.16,0.19,1.16,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.5,0.0,0.0,0.0,0.0,0.0,2.99,1.16,2.49,0.5,0.0,1.49,2.32,10.68,0.83,1.16,0.17,1.0,0.5,3.49,1.66,0.0,88.51,2.66,23.91,38.86,26.9,2.16,88.51,1.83,1.16,10.56,0.5,4.53,58.62,283.78,143.63,4.65,2.49,0.5,1.99,0.5,61.11,6.64,0.17,0.17,0.0,1.49,1.0,1.0,0.0,0.0,0.0,42.0,3.0,5.0,37.5,6.02,59.1,9158.0,1530.0,727.29,4.26,2.03,0.2,1.22,0.61,1.83,1.83,1.01,3.67,6.11,2.84,12.17,3.88,74.88,33.11,2.63,2.86,Right-Back
