,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,Main Position
1464,1491,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,28,1995,10,3,399.0,0.0,0.0,0.0,13.0,6.0,46.2,2.93,1.35,0.0,0.0,15.1,0.0,0.0,0.0,2.2,2.2,0.17,-2.2,-2.2,53.0,87.0,60.9,698.0,166.0,30.0,40.0,75.0,14.0,30.0,46.7,3.0,5.0,60.0,0.0,0.7,0.7,-0.7,7.0,4.0,2.0,0.0,5.0,85.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,4.0,9.0,2.03,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,4.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,156.0,2.0,15.0,55.0,90.0,29.0,156.0,19.0,6.0,31.6,13.0,68.4,118.0,759.0,306.0,14.0,4.0,9.0,16.0,9.0,114.0,48.0,1.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,19.0,7.0,15.0,31.8,0.0,0.0,0.0,2.93,1.35,10.42,0.66,0.3,0.0,0.0,3.41,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,11.95,19.62,13.74,157.44,37.44,6.77,9.02,16.92,3.16,6.77,10.53,0.68,1.13,13.53,0.0,0.16,0.16,-0.16,1.58,0.9,0.45,0.0,1.13,19.17,0.45,0.0,0.23,0.0,0.9,0.0,0.0,0.0,0.0,0.0,11.95,0.0,0.9,2.03,0.46,1.58,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.68,0.0,0.23,0.9,0.45,1.35,7.51,0.9,0.0,0.0,0.0,0.23,1.35,0.23,0.23,35.19,0.45,3.38,12.41,20.3,6.54,35.19,4.29,1.35,7.13,2.93,15.43,26.62,171.2,69.02,3.16,0.9,2.03,3.61,2.03,25.71,10.83,0.23,0.0,0.0,1.13,1.35,3.0,0.0,0.0,0.0,19.0,7.0,15.0,31.8,4.43,51.5,9793.0,1440.0,635.62,1.4,0.23,0.0,0.0,0.23,0.47,0.47,0.93,7.22,15.46,1.4,5.54,1.33,34.16,37.82,4.49,4.72,Right Winger
1465,1492,Mamadou Coulibaly,sn SEN,DF,Salernitana,it Serie A,24,1999,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,6.0,1.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,999.0,180.0,30.0,30.0,90.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,30.0,60.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,45.9,9932.0,1440.0,530.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.96,0.0,98.04,50.0,0.0,0.0,Central Midfield
1467,1494,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,25,1998,4,2,288.0,0.0,0.0,0.0,2.0,1.0,50.0,0.62,0.31,0.0,0.0,7.9,0.0,0.0,0.0,0.3,0.3,0.17,-0.3,-0.3,47.0,84.0,56.0,996.0,518.0,15.0,21.0,71.4,20.0,29.0,69.0,10.0,28.0,35.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,80.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,1.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,0.0,2.0,5.0,40.0,3.0,10.0,7.0,3.0,5.0,11.0,26.0,0.0,137.0,37.0,81.0,47.0,9.0,4.0,137.0,0.0,0.0,0.0,0.0,0.0,35.0,170.0,83.0,0.0,0.0,0.0,2.0,0.0,43.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,10.0,9.0,5.0,64.3,0.0,0.0,0.0,0.62,0.31,15.62,0.19,0.1,0.0,0.0,2.47,0.0,0.0,0.0,0.09,0.09,0.05,-0.09,-0.09,14.69,26.25,17.5,311.25,161.88,4.69,6.56,22.31,6.25,9.06,21.56,3.12,8.75,11.16,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,1.25,25.0,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69,0.31,0.31,0.31,0.1,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.94,0.94,0.94,0.0,0.62,1.56,12.5,0.94,3.12,2.19,0.94,1.56,3.44,8.12,0.0,42.81,11.56,25.31,14.69,2.81,1.25,42.81,0.0,0.0,0.0,0.0,0.0,10.94,53.12,25.94,0.0,0.0,0.0,0.62,0.0,13.44,0.0,0.62,0.0,0.0,1.88,0.0,0.0,0.0,1.0,0.0,10.0,9.0,5.0,64.3,3.2,38.9,11041.0,1530.0,449.06,2.81,6.65,1.79,0.77,1.28,0.51,0.51,0.77,7.36,4.09,1.28,9.53,3.18,55.03,12.77,0.0,4.26,Centre-Back
1468,1495,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,33,1990,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,93.8,192.0,105.0,8.0,8.0,100.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,12.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,1.0,11.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,50.0,36.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.86,205.71,1206.0,2468.57,1350.0,102.86,102.86,1285.71,77.14,77.14,1285.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,192.86,12.86,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.86,0.0,0.0,12.86,165.34,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.86,12.86,1285.71,0.0,0.0,0.0,0.0,0.0,12.86,12.86,0.0,231.43,12.86,141.43,90.0,0.0,0.0,231.43,0.0,0.0,0.0,0.0,0.0,192.86,642.86,462.86,0.0,0.0,0.0,0.0,0.0,192.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.08,45.0,10643.0,1440.0,557.25,11.69,11.69,0.0,0.0,0.0,11.69,11.69,0.0,0.91,0.91,11.69,41.53,11.6,257.14,41.67,0.0,3.33,Centre-Back
1470,1497,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29,1994,2,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,64.0,6.0,1.0,4.0,25.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,3.0,6.0,4.0,0.0,13.0,1.0,0.0,0.0,1.0,100.0,6.0,25.0,10.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,214.5,320.0,30.0,5.0,20.0,125.0,5.0,5.0,500.0,5.0,5.0,500.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,65.0,5.0,15.0,30.0,20.0,0.0,65.0,5.0,0.0,0.0,5.0,500.0,30.0,125.0,50.0,0.0,0.0,0.0,5.0,5.0,40.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,50.0,0.2,42.6,10994.0,1530.0,491.47,0.0,4.36,4.36,0.0,0.0,0.0,0.0,0.0,2.61,2.61,0.0,13.23,0.0,76.29,23.08,0.0,16.67,Centre-Forward
1472,1499,Manor Solomon,il ISR,FW,Tottenham,eng Premier League,24,1999,5,2,199.0,2.0,0.0,0.0,7.0,1.0,14.3,3.17,0.45,0.0,0.0,16.8,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4,78.0,90.0,86.7,1105.0,196.0,45.0,48.0,93.8,28.0,35.0,80.0,3.0,4.0,75.0,2.0,0.8,0.8,1.2,12.0,3.0,7.0,1.0,11.0,90.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,1.0,19.0,8.59,16.0,0.0,1.0,1.0,1.0,0.0,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,3.0,6.0,2.0,0.0,125.0,1.0,14.0,29.0,83.0,20.0,125.0,17.0,10.0,58.8,7.0,41.2,92.0,695.0,404.0,17.0,8.0,9.0,5.0,2.0,92.0,44.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.9,0.0,0.0,3.17,0.45,6.47,1.43,0.2,0.0,0.0,7.6,0.0,0.0,0.0,0.18,0.18,0.03,-0.18,-0.18,35.28,40.7,39.21,499.75,88.64,20.35,21.71,42.42,12.66,15.83,36.18,1.36,1.81,33.92,0.9,0.36,0.36,0.54,5.43,1.36,3.17,0.45,4.97,40.7,0.0,0.0,0.45,0.0,2.26,0.0,0.0,0.0,0.0,0.0,35.28,0.0,0.45,8.59,3.88,7.24,0.0,0.45,0.45,0.45,0.0,0.9,0.41,0.9,0.0,0.0,0.0,0.0,0.0,1.36,1.36,0.45,0.45,0.45,0.45,0.9,22.61,0.45,1.81,0.0,1.81,1.36,2.71,0.9,0.0,56.53,0.45,6.33,13.12,37.54,9.05,56.53,7.69,4.52,26.59,3.17,18.63,41.61,314.32,182.71,7.69,3.62,4.07,2.26,0.9,41.61,19.9,0.45,0.0,0.0,0.9,0.45,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,2.21,59.8,9032.0,1530.0,739.53,3.38,1.13,0.0,2.25,1.69,0.56,0.56,0.56,0.0,1.24,1.13,7.64,3.06,47.27,36.8,6.8,7.05,Left Winger
1473,1500,Manu Morlanes,es ESP,"MF,FW",Mallorca,es La Liga,24,1999,14,4,432.0,0.0,0.0,0.0,4.0,1.0,25.0,0.83,0.21,0.0,0.0,16.9,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4,154.0,185.0,83.2,2383.0,637.0,82.0,95.0,86.3,52.0,57.0,91.2,12.0,18.0,66.7,0.0,0.2,0.2,-0.2,4.0,18.0,1.0,0.0,18.0,180.0,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,154.0,2.0,1.0,10.0,2.07,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,7.0,8.0,1.0,7.0,14.0,50.0,7.0,3.0,0.0,3.0,4.0,20.0,4.0,0.0,226.0,11.0,38.0,141.0,51.0,8.0,226.0,5.0,4.0,80.0,1.0,20.0,133.0,818.0,365.0,6.0,8.0,1.0,5.0,6.0,137.0,8.0,2.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,40.0,5.0,3.0,62.5,0.0,0.0,0.0,0.83,0.21,5.21,0.17,0.04,0.0,0.0,3.52,0.0,0.0,0.0,0.08,0.08,0.02,-0.08,-0.08,32.08,38.54,17.33,496.46,132.71,17.08,19.79,17.98,10.83,11.88,19.0,2.5,3.75,13.9,0.0,0.04,0.04,-0.04,0.83,3.75,0.21,0.0,3.75,37.5,0.62,0.42,0.0,0.21,0.83,0.0,0.21,0.0,0.21,0.0,32.08,0.42,0.21,2.08,0.43,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.29,1.46,1.67,0.21,1.46,2.92,10.42,1.46,0.62,0.0,0.62,0.83,4.17,0.83,0.0,47.08,2.29,7.92,29.38,10.62,1.67,47.08,1.04,0.83,16.67,0.21,4.17,27.71,170.42,76.04,1.25,1.67,0.21,1.04,1.25,28.54,1.67,0.42,0.0,0.0,0.83,1.46,0.0,0.0,0.0,0.0,40.0,5.0,3.0,62.5,4.8,43.9,10457.0,1530.0,495.18,3.71,0.74,0.0,0.56,0.74,1.3,1.3,1.3,4.46,2.67,2.6,9.51,4.06,53.63,29.42,1.33,5.84,Central Midfield
1475,1502,Manu Trigueros,es ESP,"MF,FW",Villarreal,es La Liga,32,1991,5,1,141.0,0.0,0.0,0.0,3.0,1.0,33.3,1.91,0.64,0.0,0.0,11.2,0.0,0.0,0.0,0.4,0.4,0.13,-0.4,-0.4,58.0,69.0,84.1,936.0,185.0,26.0,31.0,83.9,26.0,29.0,89.7,4.0,4.0,100.0,0.0,0.0,0.1,0.0,0.0,6.0,1.0,0.0,11.0,68.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,2.0,2.0,1.28,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,81.0,6.0,18.0,40.0,23.0,3.0,81.0,0.0,0.0,0.0,0.0,0.0,52.0,271.0,73.0,2.0,2.0,0.0,0.0,1.0,63.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0,0.0,0.0,0.0,1.91,0.64,21.26,1.22,0.41,0.0,0.0,7.15,0.0,0.0,0.0,0.26,0.26,0.08,-0.26,-0.26,37.02,44.04,53.68,597.45,118.09,16.6,19.79,53.55,16.6,18.51,57.26,2.55,2.55,63.83,0.0,0.0,0.06,0.0,0.0,3.83,0.64,0.0,7.02,43.4,0.64,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.02,0.0,1.28,1.28,0.82,1.28,0.0,0.0,0.0,0.0,0.0,0.64,0.41,0.64,0.0,0.0,0.0,0.0,0.0,1.28,1.28,1.28,0.0,0.0,1.28,2.55,31.91,1.28,0.0,0.0,0.0,1.28,2.55,3.19,0.0,51.7,3.83,11.49,25.53,14.68,1.91,51.7,0.0,0.0,0.0,0.0,0.0,33.19,172.98,46.6,1.28,1.28,0.0,0.0,0.64,40.21,5.11,0.0,0.0,0.0,0.64,1.28,1.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0,1.57,52.3,9762.0,1530.0,614.0,2.68,3.35,0.0,0.0,1.34,1.34,1.34,1.34,2.1,0.0,2.68,8.42,2.67,49.43,32.1,1.23,9.48,Central Midfield
1476,1503,Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,28,1995,13,12,1080.0,2.0,0.17,2.0,7.0,3.0,42.9,0.58,0.25,0.29,0.67,17.9,0.0,0.0,0.0,0.6,0.6,0.09,1.4,1.4,897.0,971.0,92.4,14760.0,3768.0,441.0,462.0,95.5,398.0,419.0,95.0,45.0,67.0,67.2,0.0,0.2,0.7,-0.2,5.0,85.0,1.0,0.0,51.0,947.0,22.0,12.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,897.0,2.0,4.0,18.0,1.5,16.0,0.0,0.0,0.0,1.0,1.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,8.0,8.0,3.0,9.0,18.0,50.0,9.0,13.0,6.0,7.0,9.0,28.0,31.0,1.0,1067.0,79.0,357.0,586.0,128.0,11.0,1067.0,1.0,1.0,100.0,0.0,0.0,714.0,3533.0,1970.0,16.0,14.0,0.0,4.0,3.0,834.0,14.0,3.0,1.0,1.0,9.0,12.0,0.0,0.0,0.0,0.0,65.0,12.0,7.0,63.2,0.17,0.01,0.17,0.58,0.25,3.58,0.05,0.02,0.02,0.06,1.49,0.0,0.0,0.0,0.05,0.05,0.01,0.12,0.12,74.75,80.92,7.7,1230.0,314.0,36.75,38.5,7.96,33.17,34.92,7.92,3.75,5.58,5.6,0.0,0.02,0.06,-0.02,0.42,7.08,0.08,0.0,4.25,78.92,1.83,1.0,0.25,0.33,0.25,0.58,0.0,0.0,0.0,0.0,74.75,0.17,0.33,1.5,0.12,1.33,0.0,0.0,0.0,0.08,0.08,0.17,0.01,0.17,0.0,0.0,0.0,0.0,0.0,1.58,0.83,0.67,0.67,0.25,0.75,1.5,4.17,0.75,1.08,0.5,0.58,0.75,2.33,2.58,0.08,88.92,6.58,29.75,48.83,10.67,0.92,88.92,0.08,0.08,8.33,0.0,0.0,59.5,294.42,164.17,1.33,1.17,0.0,0.33,0.25,69.5,1.17,0.25,0.08,0.08,0.75,1.0,0.0,0.0,0.0,0.0,65.0,12.0,7.0,63.2,12.0,62.2,8748.0,1530.0,769.53,3.09,3.42,0.66,0.77,0.99,0.99,0.99,0.99,15.87,9.26,1.98,11.55,2.72,71.48,33.46,0.75,2.84,Centre-Back
1477,1504,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,32,1991,10,6,628.0,1.0,0.14,1.0,4.0,1.0,25.0,0.57,0.14,0.25,1.0,7.8,0.0,0.0,0.0,0.6,0.6,0.16,0.4,0.4,321.0,370.0,86.8,5969.0,1654.0,103.0,114.0,90.4,189.0,205.0,92.2,24.0,39.0,61.5,0.0,0.0,0.1,0.0,0.0,23.0,2.0,1.0,18.0,351.0,18.0,12.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,321.0,1.0,3.0,6.0,0.86,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,7.0,4.0,0.0,4.0,4.0,100.0,0.0,6.0,3.0,3.0,10.0,21.0,17.0,0.0,420.0,37.0,190.0,208.0,24.0,6.0,420.0,0.0,0.0,0.0,0.0,0.0,230.0,912.0,481.0,1.0,6.0,0.0,4.0,0.0,282.0,1.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,28.0,17.0,13.0,56.7,0.14,0.02,0.14,0.57,0.14,3.58,0.08,0.02,0.04,0.14,1.12,0.0,0.0,0.0,0.09,0.09,0.02,0.06,0.06,46.0,53.03,12.44,855.43,237.04,14.76,16.34,12.96,27.09,29.38,13.21,3.44,5.59,8.81,0.0,0.0,0.01,0.0,0.0,3.3,0.29,0.14,2.58,50.3,2.58,1.72,0.0,0.29,0.43,0.57,0.0,0.0,0.0,0.0,46.0,0.14,0.43,0.86,0.12,0.72,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.29,1.0,0.57,0.0,0.57,0.57,14.33,0.0,0.86,0.43,0.43,1.43,3.01,2.44,0.0,60.19,5.3,27.23,29.81,3.44,0.86,60.19,0.0,0.0,0.0,0.0,0.0,32.96,130.7,68.93,0.14,0.86,0.0,0.57,0.0,40.41,0.14,0.14,0.0,0.0,1.15,0.57,0.0,0.0,0.0,0.0,28.0,17.0,13.0,56.7,6.98,47.5,9838.0,1350.0,594.53,2.87,2.32,0.41,0.41,1.36,0.55,0.55,0.0,16.19,12.38,0.55,10.12,2.75,63.36,27.38,0.12,2.8,Centre-Back
